罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,現金被害の有無
窃盗,車上ねらい,土浦,神立交番,082031,茨城県,土浦市,おおつ野７丁目,2021-05-05,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,土浦,神立交番,082309,茨城県,かすみがうら市,稲吉２丁目,2021-02-24,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,土浦,神立交番,082309,茨城県,かすみがうら市,稲吉２丁目,2021-03-09,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,土浦,神立交番,082309,茨城県,かすみがうら市,稲吉２丁目,2021-08-18,17,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,土浦,神立交番,082309,茨城県,かすみがうら市,稲吉２丁目,2021-09-16,00,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,土浦,神立交番,082309,茨城県,かすみがうら市,稲吉２丁目,2021-10-08,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,土浦,神立交番,082309,茨城県,かすみがうら市,稲吉５丁目,2021-01-17,21,道路上,その他,施錠せず,あり
窃盗,車上ねらい,土浦,神立交番,082309,茨城県,かすみがうら市,稲吉東２丁目,2021-01-17,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,土浦,神立交番,082309,茨城県,かすみがうら市,,2021-01-10,12,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,土浦,神立交番,082309,茨城県,かすみがうら市,稲吉南１丁目,2021-04-15,17,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,土浦,神立交番,082309,茨城県,かすみがうら市,稲吉南１丁目,2021-05-14,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,土浦,神立交番,082309,茨城県,かすみがうら市,稲吉南１丁目,2021-11-13,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,土浦,神立交番,082309,茨城県,かすみがうら市,稲吉南２丁目,2021-02-06,02,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,土浦,神立交番,082309,茨城県,かすみがうら市,下稲吉,2021-01-17,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,土浦,神立交番,082309,茨城県,かすみがうら市,下稲吉,2021-03-03,19,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,土浦,神立交番,082309,茨城県,かすみがうら市,下稲吉,2021-03-15,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,土浦,神立交番,082309,茨城県,かすみがうら市,下稲吉,2021-10-08,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,土浦,神立交番,082309,茨城県,かすみがうら市,下稲吉,2021-11-14,15,その他,その他,施錠せず,あり
窃盗,車上ねらい,土浦,神立交番,082309,茨城県,かすみがうら市,下稲吉,2021-12-08,19,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,荒川沖,2021-01-17,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,荒川沖,2021-04-16,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,大岩田,2021-05-24,19,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,乙戸,2021-01-30,18,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,乙戸,2021-04-16,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,乙戸南１丁目,2021-05-13,22,道路上,その他,施錠した,あり
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,乙戸南３丁目,2021-05-13,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,小岩田東１丁目,2021-09-02,21,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,桜ケ丘町,2021-02-23,19,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,桜ケ丘町,2021-06-01,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,摩利山新田,2021-02-23,17,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,摩利山新田,2021-12-29,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,右籾,2021-02-07,18,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,右籾,2021-02-09,17,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,右籾,2021-05-16,17,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,右籾,2021-09-03,09,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,右籾,2021-09-18,12,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,北荒川沖町,2021-07-17,09,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,北荒川沖町,2021-10-28,19,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,中村南４丁目,2021-04-23,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,中村南４丁目,2021-04-29,18,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,中村南５丁目,2021-06-29,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,西根南１丁目,2021-02-05,16,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,西根南１丁目,2021-09-26,22,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,荒川沖西１丁目,2021-04-23,17,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,荒川沖東３丁目,2021-04-10,06,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,中荒川沖町,2021-10-14,08,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,烏山４丁目,2021-04-28,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,烏山４丁目,2021-08-26,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,烏山５丁目,2021-05-05,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,土浦,荒川沖交番,082031,茨城県,土浦市,小山田１丁目,2021-04-16,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,石岡,八郷地区交番,082058,茨城県,石岡市,上曽,2021-02-14,14,その他,その他,施錠せず,なし
窃盗,車上ねらい,石岡,八郷地区交番,082058,茨城県,石岡市,下青柳,2020-10-20,11,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石岡,八郷地区交番,082058,茨城県,石岡市,下林,2021-09-09,16,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,石岡,小川地区交番,082368,茨城県,小美玉市,上合,2021-09-10,21,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,石岡,小川地区交番,082368,茨城県,小美玉市,野田,2021-05-15,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,石岡,東光台交番,082058,茨城県,石岡市,旭台３丁目,2021-07-01,18,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,石岡,東光台交番,082058,茨城県,石岡市,石岡,2021-05-17,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,石岡,東光台交番,082058,茨城県,石岡市,石岡,2021-07-02,01,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,石岡,東光台交番,082058,茨城県,石岡市,東光台５丁目,2021-06-10,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,石岡,東光台交番,082058,茨城県,石岡市,東石岡２丁目,2021-02-06,18,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,石岡,東光台交番,082058,茨城県,石岡市,東石岡４丁目,2021-07-16,19,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,石岡,東光台交番,082058,茨城県,石岡市,東大橋,2021-03-06,11,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,石岡,東光台交番,082058,茨城県,石岡市,八軒台,2021-03-03,16,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,石岡,玉里駐在所,082368,茨城県,小美玉市,上玉里,2020-12-30,16,道路上,その他,施錠した,なし
窃盗,車上ねらい,石岡,石岡駅前交番,082058,茨城県,石岡市,柏原,2021-10-06,23,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,石岡,石岡駅前交番,082058,茨城県,石岡市,府中２丁目,2021-05-24,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,石岡,石岡駅前交番,082058,茨城県,石岡市,府中４丁目,2021-01-02,10,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,石岡,石岡駅前交番,082058,茨城県,石岡市,若松３丁目,2021-05-17,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,石岡,石岡駅前交番,082058,茨城県,石岡市,若松３丁目,2021-05-17,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,石岡,石岡駅前交番,082058,茨城県,石岡市,若宮１丁目,2021-06-11,16,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,石岡,石岡駅前交番,082058,茨城県,石岡市,正上内,2020-03-19,17,その他,その他,施錠せず,なし
窃盗,車上ねらい,石岡,石岡駅前交番,082058,茨城県,石岡市,泉町,2021-03-16,22,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石岡,石岡駅前交番,082058,茨城県,石岡市,根当,2021-07-08,20,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,石岡,美野里地区交番,082368,茨城県,小美玉市,納場,2021-10-01,07,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,石岡,美野里地区交番,082368,茨城県,小美玉市,羽鳥,2021-07-29,12,その他,その他,施錠せず,なし
窃盗,車上ねらい,石岡,茨城空港警備派出所,082368,茨城県,小美玉市,与沢,2021-10-21,06,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,筑西,下館駅前交番,082279,茨城県,筑西市,市野辺,2021-02-06,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,筑西,下館駅前交番,082279,茨城県,筑西市,市野辺,2021-02-06,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,筑西,下館駅前交番,082279,茨城県,筑西市,市野辺,2021-02-06,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,筑西,下館駅前交番,082279,茨城県,筑西市,市野辺,2021-02-06,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,筑西,下館駅前交番,082279,茨城県,筑西市,稲野辺,2021-02-06,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,筑西,下館駅前交番,082279,茨城県,筑西市,岡芹,2021-05-07,18,その他,その他,施錠せず,なし
窃盗,車上ねらい,筑西,下館駅前交番,082279,茨城県,筑西市,乙,2021-06-25,17,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,筑西,下館駅前交番,082279,茨城県,筑西市,小林,2021-05-11,22,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,筑西,下館駅前交番,082279,茨城県,筑西市,甲,2021-05-08,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,筑西,下館駅前交番,082279,茨城県,筑西市,甲,2021-11-30,13,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,筑西,下館駅前交番,082279,茨城県,筑西市,下岡崎３丁目,2021-08-25,11,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,筑西,下館駅前交番,082279,茨城県,筑西市,下中山,2021-02-06,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,筑西,下館駅前交番,082279,茨城県,筑西市,直井,2021-02-06,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,筑西,下館駅前交番,082279,茨城県,筑西市,直井,2021-02-06,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,筑西,下館駅前交番,082279,茨城県,筑西市,直井,2021-02-07,00,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,筑西,下館駅前交番,082279,茨城県,筑西市,直井,2021-04-21,20,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,筑西,下館駅前交番,082279,茨城県,筑西市,成田,2021-02-06,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,筑西,下館駅前交番,082279,茨城県,筑西市,二木成,2021-01-26,15,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,筑西,下館駅前交番,082279,茨城県,筑西市,野田,2021-09-11,00,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,筑西,折本駐在所,082279,茨城県,筑西市,国府田,2021-01-26,17,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,筑西,折本駐在所,082279,茨城県,筑西市,国府田,2021-05-11,10,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,筑西,折本駐在所,082279,茨城県,筑西市,八田,2021-01-23,18,一戸建住宅,その他,施錠せず,あり
窃盗,車上ねらい,筑西,新治駐在所,082279,茨城県,筑西市,門井,2021-01-16,17,一戸建住宅,その他,施錠せず,なし
窃盗,車上ねらい,筑西,新治駐在所,082279,茨城県,筑西市,門井,2021-02-13,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,筑西,新治駐在所,082279,茨城県,筑西市,門井,2021-02-13,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,筑西,新治駐在所,082279,茨城県,筑西市,新治,2021-02-13,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,筑西,新治駐在所,082279,茨城県,筑西市,新治,2021-08-17,16,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,筑西,明野交番,082279,茨城県,筑西市,赤浜,2021-07-12,18,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,筑西,明野交番,082279,茨城県,筑西市,鍋山,2021-07-15,20,その他,その他,施錠した,なし
窃盗,車上ねらい,筑西,明野交番,082279,茨城県,筑西市,村田,2021-05-20,12,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,筑西,玉戸交番,082279,茨城県,筑西市,小川,2021-07-17,19,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,筑西,玉戸交番,082279,茨城県,筑西市,上平塚,2021-07-17,20,一戸建住宅,その他,施錠した,あり
窃盗,車上ねらい,筑西,玉戸交番,082279,茨城県,筑西市,下江連,2021-04-16,10,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,筑西,玉戸交番,082279,茨城県,筑西市,下川島,2021-12-03,12,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,筑西,玉戸交番,082279,茨城県,筑西市,玉戸,2021-06-18,13,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,筑西,玉戸交番,082279,茨城県,筑西市,玉戸,2021-06-28,14,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,筑西,玉戸交番,082279,茨城県,筑西市,玉戸,2021-12-01,22,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,筑西,藤ケ谷駐在所,082279,茨城県,筑西市,犬塚,2021-01-25,21,一戸建住宅,その他,施錠せず,あり
窃盗,車上ねらい,筑西,藤ケ谷駐在所,082279,茨城県,筑西市,上野,2021-03-12,17,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,筑西,藤ケ谷駐在所,082279,茨城県,筑西市,関本肥土,2021-12-04,18,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,筑西,藤ケ谷駐在所,082279,茨城県,筑西市,関本肥土,2021-12-04,19,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,筑西,藤ケ谷駐在所,082279,茨城県,筑西市,関本下,2021-07-04,16,一戸建住宅,その他,施錠した,なし
窃盗,車上ねらい,筑西,藤ケ谷駐在所,082279,茨城県,筑西市,関本中,2021-07-05,18,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,筑西,藤ケ谷駐在所,082279,茨城県,筑西市,舟生,2021-09-20,06,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,下妻,上妻駐在所,082104,茨城県,下妻市,江,2021-01-27,18,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,下妻,八千代地区交番,085219,茨城県,八千代町,大字今里,2021-09-20,18,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,下妻,八千代地区交番,085219,茨城県,八千代町,大字菅谷,2021-07-20,00,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,下妻,八千代地区交番,085219,茨城県,八千代町,大字菅谷,2021-09-21,12,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,下妻,八千代地区交番,085219,茨城県,八千代町,大字菅谷,2021-11-15,17,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,下妻,八千代地区交番,085219,茨城県,八千代町,大字西大山,2021-06-04,19,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,下妻,所在地,082104,茨城県,下妻市,数須,2021-04-07,02,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,下妻,所在地,082104,茨城県,下妻市,坂本新田,2021-11-08,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,下妻,所在地,082104,茨城県,下妻市,長塚,2021-02-12,16,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,下妻,所在地,082104,茨城県,下妻市,長塚,2021-04-25,00,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,下妻,所在地,082104,茨城県,下妻市,長塚,2021-06-28,21,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,下妻,所在地,082104,茨城県,下妻市,長塚,2021-07-18,12,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,下妻,所在地,082104,茨城県,下妻市,長塚,2021-08-27,08,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,下妻,所在地,082104,茨城県,下妻市,古沢,2021-12-10,17,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,下妻,所在地,082104,茨城県,下妻市,堀篭,2021-03-27,15,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,下妻,所在地,082104,茨城県,下妻市,堀篭,2021-06-13,09,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,下妻,所在地,082104,茨城県,下妻市,下妻丙,2021-02-28,08,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,下妻,所在地,082104,茨城県,下妻市,下妻丙,2021-04-24,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,下妻,所在地,082104,茨城県,下妻市,下妻戊,2021-04-25,10,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,桜川,岩瀬交番,082317,茨城県,桜川市,明日香２丁目,2021-01-21,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,桜川,岩瀬交番,082317,茨城県,桜川市,犬田,2021-03-15,13,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,桜川,岩瀬交番,082317,茨城県,桜川市,岩瀬,2021-08-17,22,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,桜川,岩瀬交番,082317,茨城県,桜川市,上城,2021-03-03,16,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,桜川,岩瀬交番,082317,茨城県,桜川市,東桜川３丁目,2021-02-13,19,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,桜川,岩瀬交番,082317,茨城県,桜川市,富士見台１丁目,2021-02-12,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,桜川,岩瀬交番,082317,茨城県,桜川市,富士見台１丁目,2021-02-13,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,桜川,所在地,082317,茨城県,桜川市,真壁町飯塚,2021-02-13,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,桜川,所在地,082317,茨城県,桜川市,真壁町飯塚,2021-02-13,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,桜川,雨引駐在所,082317,茨城県,桜川市,大国玉,2021-08-01,14,一戸建住宅,その他,施錠した,なし
窃盗,車上ねらい,桜川,雨引駐在所,082317,茨城県,桜川市,高森,2021-07-31,16,その他,その他,施錠せず,なし
窃盗,車上ねらい,結城,二本松駐在所,082074,茨城県,結城市,大字東茂呂,2021-04-19,16,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,結城,大町交番,082074,茨城県,結城市,大字小田林,2021-03-08,18,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,結城,大町交番,082074,茨城県,結城市,大字小田林,2021-05-26,18,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,結城,大町交番,082074,茨城県,結城市,大字小田林,2021-12-20,15,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,結城,大町交番,082074,茨城県,結城市,大字結城,2021-03-01,00,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,結城,大町交番,082074,茨城県,結城市,大字結城,2021-04-24,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,結城,大町交番,082074,茨城県,結城市,大字結城,2021-07-04,15,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,結城,大町交番,082074,茨城県,結城市,大字結城,2021-09-09,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,結城,大町交番,082074,茨城県,結城市,大字結城,2021-09-23,08,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,結城,大町交番,082074,茨城県,結城市,大字結城,2021-10-12,18,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,結城,大町交番,082074,茨城県,結城市,大字結城作,2021-02-04,18,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,結城,大町交番,082074,茨城県,結城市,大字結城作,2021-08-04,00,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,結城,大町交番,082074,茨城県,結城市,新福寺２丁目,2021-10-30,06,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,結城,大町交番,082074,茨城県,結城市,新福寺３丁目,2021-12-30,19,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,結城,大町交番,082074,茨城県,結城市,下り松３丁目,2021-12-30,17,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,結城,大町交番,082074,茨城県,結城市,下り松６丁目,2021-08-30,20,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,結城,武井駐在所,082074,茨城県,結城市,大字武井,2021-01-18,16,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,結城,武井駐在所,082074,茨城県,結城市,大字武井,2021-02-23,19,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,常総,みらい平駅前交番,082350,茨城県,つくばみらい市,田村,2021-09-11,19,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,常総,みらい平駅前交番,082350,茨城県,つくばみらい市,紫峰ヶ丘１丁目,2021-01-29,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,常総,みらい平駅前交番,082350,茨城県,つくばみらい市,紫峰ヶ丘１丁目,2021-12-29,16,４階建て以上共同住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,常総,みらい平駅前交番,082350,茨城県,つくばみらい市,紫峰ヶ丘４丁目,2021-12-29,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,常総,みらい平駅前交番,082350,茨城県,つくばみらい市,紫峰ヶ丘５丁目,2021-12-29,19,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,常総,みらい平駅前交番,082350,茨城県,つくばみらい市,富士見ヶ丘１丁目,2021-12-29,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,常総,みらい平駅前交番,082350,茨城県,つくばみらい市,富士見ヶ丘３丁目,2021-12-29,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
